Index,date Creation,date Actualisation,Offres d'emploi,Missions,Types de contrat,Lieu de travail,Entreprise,Qualifications
10,2023-04-07T08:58:04.000Z,2023-04-27T12:58:37.000Z,Automaticien roboticien / Automaticienne roboticienne (H/F),"Contexte
Dans le cadre du développement de son activité industrielle, SITIA recrute un(e) Technicien Supérieur pour son département Bancs d'essai (machines spéciales et machines de laboratoire, robotique industrielle et cobotique pour l'usine du futur). SITIA développe des bancs d'essai et les installe partout dans le monde pour les secteurs de l'automobile, de l'aéronautique, du machinisme agricole, du ferroviaire, des cycles, des laboratoires d'essai  
Mission
Dans le cadre de votre fonction, vous :
-	Définissez les entrées sorties des machines (gestion capteurs, actionneurs, servitudes),
-	Développez les IHM, les programmes machine, les procédures d'essai et les rapports d'essai
-	Assurez la mise en route du système chez SITIA : intégration des composants, tests des sous-ensembles, tests globaux, validation de la machine et des résultats
-	Mettez en service le système sur le site client,
-	Formez les utilisateurs de la machine
-	Formalisez les documents associés
-	Assurez le suivi technique en après-vente

Ce poste comporte des déplacements en France et à l'étranger.
Vous travaillerez en équipe avec un Chef de projet , le B.E. Mécanique, le B.E. Electrique, les monteurs-câbleurs et les autres ingénieurs du pôle Contrôle/Commande.

Technicien Supérieur en Mesures Physiques, Automatisme ou Informatique Industrielle (GEII), vous êtes doté(e) d'un bon sens physique pour appréhender les problématiques mécaniques, électriques, pneumatiques, hydrauliques et robotiques ainsi que les contraintes liées aux mesures (capteurs). Vous maîtrisez les développements logiciels sous Labview (NI) et Codesys, et vous disposez de connaissances complémentaires sur les automates programmables, les noyaux temps-réels et les bus de terrain (EtherCat, CAN  ), ainsi que sur les langages de programmation (C, Javascript, Python  ).
Fort(e) de 10 à 15 ans d'expérience minimum sur un poste similaire, vous avez une forte envie de vous investir dans l'aboutissement des projets qui vous sont confiés. Vous êtes curieux(se), créatif(ve) et motivé(e) par des sujets innovants. Vous êtes doté(e) d'un bon sens relationnel. 
Merci d'envoyer votre candidature comprenant CV + lettre de motivation à rh@sitia.fr sous la réf : Sitia 2022-S29.",CDI,"{'libelle': '44 - BOUGUENAIS', 'latitude': 47.17289, 'longitude': -1.616352, 'codePostal': '44340', 'commune': '44020'}","{'nom': 'SITIA', 'description': 'SITIA, société de la périphérie nantaise de taille humaine, PME spécialisée dans l\'étude et la réalisation de bancs d\'essais pour l\'industrie et dans le développement de solutions robotiques innovantes est en plein développement, \n\nQu\'attendez vous pour rejoindre une ""équipe jeune et motivée et participez à l\'industrialisation d\'un projet d\'envergure sur un robot agricole autonome et innovant', 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/q4FzqcrbHeMj0rfq2cUXZ6CFRA8BzFCU.png', 'url': 'http://www.sitia.fr', 'entrepriseAdaptee': False}",Technicien
11,2023-03-27T12:34:35.000Z,2023-05-02T16:25:26.000Z,Technicien de maintenance automaticien et roboticien (H/F),"L'entreprise G. Pivaudran (180 personnes, 15 000m2) conçoit, fabrique et vend des objets en métal, de haute qualité et innovants pour le marché mondial du Luxe.
Rattaché au chef d'équipe de maintenance, vous effectuez les réparations des équipements, les modifications de programme des automates et robots.

Vos principaux rôles et missions :
	  Réalisez des opérations de maintenance préventives et curatives
  Participez à la conception des machines spéciales robotisées 
	  Participez au suivi, et à la mise en place des nouveaux équipements
	  Participez à des chantiers d'amélioration continue
  Être le référent métier auprès des techniciens du service.

Dimensions liées au poste :
Vous intégrez une équipe de maintenance de 6 personnes - Fonctionnement en horaires de journée continue 

Domaines d'intervention:
-	Machines automatiques et robotisées (Presses d'emboutissage, Polissage, Traitement de surfaces, machines spéciales robotisées)

Capacités
-	Intérêt pour la mécanique  			
-	Esprit d'équipe	
-	Etre force de propositions				
-	Esprit d'initiative et autonomie
Une connaissance des automates SIEMENS, SCHNEIDER, ou Robots Stäubli seraient un plus.

Salaire annuel de prise de fonction :  28000 € brut négociable selon expérience avec perspectives d'évolution. Parmi les autres rétributions : prime d'équipe, salissure, indemnités kilométriques, Primes d'ancienneté et 13eme mois (sous conditions).  Prise en charge de la mutuelle à 50%, Prévoyance",CDI,"{'libelle': '46 - SOUILLAC', 'latitude': 44.905473, 'longitude': 1.47181, 'codePostal': '46200', 'commune': '46309'}","{'nom': 'ETABLISSEMENTS G. PIVAUDRAN', 'description': 'Entreprise fabriquant des objets innovants de haute qualité pour la parfumerie et cosmétique de luxe.', 'entrepriseAdaptee': False}",Technicien
12,2023-03-24T14:21:07.000Z,2023-04-26T17:02:50.000Z,Roboticien automaticien / Roboticienne automaticienne (H/F),". Etudes fonctionnelles
. Réaliser la programmation des automates
. Effectuer les tests, mise en service et formations sur site des machines
. Contrôler les montages électriques
. Dépanner les clients",CDI,"{'libelle': '08 - VOUZIERS', 'latitude': 49.414265, 'longitude': 4.697693, 'codePostal': '08400', 'commune': '08490'}","{'nom': 'FEGE', 'description': 'FEGE officie dans l ingénierie et la fabrication de lignes de conditionnement pour les secteurs de l agro-alimentaire, l alimentation pour animaux de compagnie, les boissons, les vins effervescents, les produits stérilisés et les produits d hygiène.\nDisposant d une large gamme d équipements innovants et robustes, FEGE a développé un solide savoir-faire dans les lignes à haute cadence et livre dans le monde entier. FEGE porte un grand intérêt à accroître la productivité de ses clients', 'url': 'http://www.fege.fr', 'entrepriseAdaptee': False}",Technicien
13,2023-02-09T10:56:13.000Z,2023-04-25T14:10:20.000Z,Automaticien - Roboticien (H/F),"Tâches et responsabilités
-	Programmer les robots industriels (ABB), les PLC (Allen Bradley) ainsi que des interfaces opérateur.
-	Effectuer la mise en route des cellules. 
-	Répondre aux appels de services. (Occasionnel)
-	Réaliser le dépannage des cellules robotisées.

Compétences :
-	Expérience pertinente en programmation.
-	Formation en automatisme, informatique industrielle, robotique ou vision industrielle.
-	Bonne maîtrise de l'anglais. (Oral)
-	Connaissances des logiciels : RobotStudio, Rockwell Studio5000 et Autocad serait un atout important. 
-	Connaissance des langages de programmation informatique (Python, C#, VBA, C++) serait un atout important.",CDI,{'libelle': 'Canada - Québec'},"{'nom': 'ROBOVIC Inc', 'entrepriseAdaptee': False}",Technicien
14,2023-02-24T12:03:32.000Z,2023-05-02T11:37:53.000Z,Roboticien en alternance (H/F),"Dans le cadre d'une alternance vous préparez une Licence Pro Automatique et Robotique ou un Bachelor Robotique  en 1 an à compter du 1er septembre 2023.

Vous serez formé(e) en alternance au sein du Pôle Formation de l'UIMM de Reims. dans le cadre d'un contrat de professionnalisation ou d'un contrat d'apprentissage selon votre âge.

Compétences demandées : Connaissances du socle commun solides, appétences pour l'électrotechnique et BTS dans le secteur de l'industrie exigé.",CDD,"{'libelle': '51 - GIVRY EN ARGONNE', 'latitude': 48.947533, 'longitude': 4.888611, 'codePostal': '51330', 'commune': '51272'}","{'nom': 'ALUMINIUM FERRI', 'entrepriseAdaptee': False}",Employé qualifié
15,2023-05-02T17:11:39.000Z,2023-05-02T17:11:40.000Z,Technicien en automatisme (F/H),"Intégré à l'équipe process, vous serez en charge d'élaborer les programmes de pilotage des machines de placement des composants électroniques (machines Siplace, Mydata, .).
Pour ce faire, vous utilisez des outils dédiés à la programmation des systèmes de placement (exemple : Siplace Pro 14) et vous accompagnez les équipes de production afin d'apporter les aménagements nécessaires aux programmes créés (débug et validation).
Vous participez également au QRQC du périmètre afin d'être force de proposition dans la résolution des problématiques rencontrées.

Horaires d'équipe en 2*8 : 5h00 - 13h00 / 13h - 21h00",MIS,"{'libelle': '35 - FOUGERES', 'latitude': 48.356055, 'longitude': -1.194204, 'codePostal': '35300', 'commune': '35115'}","{'nom': 'RANDSTAD', 'description': ""Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous !"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/UCfFzhd8nbKXytprAYE4AJZGe5CvHgwd.png', 'entrepriseAdaptee': False}",Employé qualifié
16,2023-05-02T10:03:46.000Z,2023-05-02T10:03:47.000Z,Technicien en automatisme (F/H),"Sous la responsabilité du Responsable Maintenance Electrique et du Directeur Technique, vous avez pour mission d'installer et de maintenir les machines, les équipements, les installations et les bâtiments du site en bon état de fonctionnement. La rapidité d'intervention, de diagnostic et de réparation de l'automaticien seront des atouts précieux.

Poste
- Vous assurez l'installation, le réglage, le diagnostic et l'entretien des équipements automatisés.
- Vous assurez l'installation, la surveillance, la maintenance et le dépannage des équipements électriques, de l'instrumentation process du site, de l'automatisme et des équipements de contrôle et de conduite.
- Participer activement à la conception et/ou la réalisation de projets sur les domaines électrique/instrumentation/automatisme
- Vous serez amené(e) à étudier, développer et réaliser des Travaux Neufs (Tous les projets sont étudiés et développés en interne).
- Respecter et faire appliquer les consignes qualité, sécurité et environnement de l'entreprise et rendre compte des anomalies et écarts détectés dans ces domaines.
- Vous effectuerez, à tour de rôle, des astreintes techniques selon un planning défini à l'avance.

Rémunération selon profil
- Avantages :
o 13è mois 
o Prime d'astreinte (+ indemnité dérangement + indemnité trajet + heures
supplémentaires)
o Participation (selon résultat de l'entreprise)
o Mutuelle entreprise
o CSE",CDI,"{'libelle': '25 - BOUSSIERES', 'latitude': 47.157612, 'longitude': 5.89972, 'codePostal': '25320', 'commune': '25084'}","{'nom': 'RANDSTAD', 'description': ""Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous !"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/PKKoLyoIBPDb6EfOiF7yTkn5AWBm612T.png', 'entrepriseAdaptee': False}",Technicien
17,2023-05-02T08:53:30.000Z,2023-05-02T08:53:31.000Z,AUTOMATICIEN INDUSTRIEL (h/f),"Adecco RUFFEC recrute pour le compte de son client, spécialisé dans les travaux de plomberie et d'installation de chauffage et de conditionnement d'air , UN AUTOMATICIEN INDUSTRIEL TIG H/F.

Vos missions à réaliser seront les suivantes :


 - A partir des mémoires techniques projet, élaboration ou participation à la rédaction des analyses fonctionnelles
 - Etudes et développements des parties informatiques et automatismes pour les chantiers qui lui sont confiés 
 - Tests, installation et mise en service des programmes 
 - Rédaction des notices finales
 - Développement des standards de programmations, des architectures matérielles et logicielles
 - Support technique pour les chargés d'affaires et technicien BE Projet. 


Informations pratiques :

 - 36h hebdomadaire

L'expérience candidat est au cœur de nos préoccupations, du sourcing à l'évaluation en passant par la fidélisation ou encore la formation. Adecco assure la qualité de ses recrutements grâce à une démarche professionnelle basée sur des critères objectifs, factuels, dans le respect de la réglementation en matière de lutte contre les discriminations.",MIS,"{'libelle': '79 - SAUZE VAUSSAIS', 'latitude': 46.120581, 'longitude': 0.106229, 'codePostal': '79190', 'commune': '79307'}","{'nom': 'ADECCO', 'description': ""Premier réseau d'agences d'emploi en France, Adecco a développé un savoir-faire unique de proximité et met toutes ses compétences à votre service.Nos équipes sont présentes sur tout le territoire, avec plus de 900 agences. Quel que soit le contrat que vous cherchez : CDI, CDD, Intérim, CDI Intérimaire, CDI Apprenant ou alternance, nos experts travaillent chaque jour, pour vous guider vers ce qui vous correspond. Dès maintenant, devenez acteur de votre vie !"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/ccCJ1rOjn0xPf3L3vdY3xEZCuIleuXqb.png', 'entrepriseAdaptee': False}",Employé qualifié
18,2023-04-29T07:57:39.000Z,2023-05-01T01:38:39.000Z,Technicien en automatisme H/F (H/F),"L'agence de recrutement Aquila  RH, acteur incontournable du recrutement est à la recherche pour l'un de ses clients un Technicien en automatisme H/F.Vos missions:Missions et activités :Réaliser les mises en service des différentes machines spéciales équipées de Commandes Numériques Siemens ou Commandes Numériques maison (9 axes numériques).Créer ou modifier les programmes automates et mettre au point les process de fabrication sur machines.Réaliser la validation de conformité des machines en ateliers et/ou sur les sites clients en France ou à l'international.Assurer la formation des clients sur les machines en France ou à l'international.Assurer l'assistance clients en hotline ou en téléservice. Votre profil:Profil  recherché :Formation Bac +3 mini en automatisme.Expérience significative sur un poste similaire (2/3 ans).Maîtrise des commande numériques Siemens 840 DSL et ONE, et de la programmation sur le logiciel Siemens Step 7 / TIA Portal serait un plus.Polyvalence, dynamisme, réactivité, Autonomie, Rigueur, Méthode, Sens de l'organisation, et des Initiatives.Qualités relationnelles permettant une bonne communication avec les collaborateurs de l'entreprise et les clientsBonne maitrise des outils informatiques (pack Office, ERP ...).Maitrise de l'anglais technique.",CDI,"{'libelle': '69 - VOURLES', 'latitude': 45.662395, 'longitude': 4.770695, 'codePostal': '69390', 'commune': '69268'}","{'nom': ""AD'HOC RH"", 'entrepriseAdaptee': False}",Technicien
19,2023-04-28T16:11:35.000Z,2023-04-28T16:11:36.000Z,Technicien en automatisme (F/H),"En tant que Technicien en automatisme vous êtes amené à
- Optimiser les programmes automates des lignes de production
- Intervenir sur les parties d'automatisme et Informatique industrielle des projets d'industrialisation (de la réception chez les fournisseurs à
l'installation et la mise en service de ces lignes)
- Améliorer les performances de la ligne de production
Interface d'échange informatique avec les lignes de production",MIS,"{'libelle': '33 - BLANQUEFORT', 'latitude': 44.922498, 'longitude': -0.61896, 'codePostal': '33290', 'commune': '33056'}","{'nom': 'RANDSTAD et ONSITE', 'description': ""Randstad vous ouvre toutes les portes de l'emploi : intérim, CDD, CDI. Chaque année, 330 000 collaborateurs (f/h) travaillent dans nos 60 000 entreprises clientes. Rejoignez-nous !"", 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/KOOxA3fjmvJ5a7MAS9l375m2CBysKOLA.png', 'entrepriseAdaptee': False}",Technicien
20,2023-04-28T15:53:57.000Z,2023-05-02T09:05:41.000Z,Roboticien (H/F),"Dans le cadre de sa croissance, le Groupe ECM recherche un « roboticien », en CDI, pour sa Division Robotique basée à Castelnau-Le-Lez.

ECM Robotics intègre et gère tous types de robots pour différentes applications. Notre savoir-faire et nos services permettent l'intégration réussie de robots des lignes de production chez nos clients.

Vos missions :

Rattaché au Responsable de notre Division Robotics, vous assurez la programmation et la mise en service des robots et des systèmes de vision intégrés à nos solutions complètes.

En étroite collaboration avec les ingénieurs en mécanique, projeteurs mécaniciens et automaticiens, vous aurez les missions suivantes :

-        Étude et rédaction de l'analyse fonctionnelle des systèmes

-        Développement des programmes robots FANUC, ABB, KUKA, ABB, STAUBLI ou autres

-        Rédaction de la documentation technique

-        Réalisation des essais en atelier

-        Réalisation de la mise en service chez nos clients à travers le monde

Vous êtes, tout au long du projet (de la prise d'affaire jusqu'à la mise en service de la machine), l'interlocuteur privilégié du client pour toutes questions relatives à la robotique.

Ce poste comprend des déplacements pour certaines mises en route de nouveaux équipements ou en cas de difficulté sur site.
 
Profil recherché :

Vous avez de solides compétences en :

-        Programmation robotique ABB et FANUC

-        Programmation des systèmes de vision industriel 2D et/ou 3D Cognex, Keyence

Nice to have :

-        Maîtrise des logiciels : ABB Robostudio et FANUC Robotguide

-        Vous évoluerez dans un contexte international, la maîtrise de l'anglais (lu, écrit, parlé) est donc indispensable.

Toute langue secondaire est un plus.
 
Agile et polyvalent(e), vous êtes reconnu(e) pour votre ingéniosité, votre rigueur et votre organisation. Doté(e) d'un bon esprit d'équipe et passionné(e) par la Technique & la Robotique, vous allez toujours au bout de vos projets !

Vous disposez d'un Bac+3 en Robotique ou Automatisme/Informatique Industrielle ou d'une formation universitaire équivalente avec une expérience réussie d'au moins 2 ans dans un métier/secteur similaire.
 
Poste en CDI - Basé à Castelnau-Le-Lez (34).

Salaire à négocier selon profil et expérience.

Mots-clés : Robotique, ABB robotstudio, FANUC Robotguide, vision, Staubli, KUKA, roboticien, automaticien",CDI,"{'libelle': '34 - CASTELNAU LE LEZ', 'latitude': 43.637402, 'longitude': 3.91013, 'codePostal': '34170', 'commune': '34057'}","{'nom': 'ECM TECHNOLOGIES', 'description': 'Le groupe ECM conçoit et fabrique pour ses clients à travers le monde des solutions de traitement thermique innovantes.\nLa maîtrise technique de ses équipes lui permet d être reconnu comme un expert répondant aux besoins de différentes industries de pointe. \nIl est leader mondial sur son marché de la cémentation basse pression avec un CA de 115M? en 2021.\nAvec ses 500 collaborateurs et ses 19 filiales en France et à travers le monde, le Groupe ECM à une forte présence à l international.', 'url': 'https://www.ecm-fours-industriels.fr/', 'entrepriseAdaptee': False}",Technicien
21,2023-04-28T09:31:27.000Z,2023-04-30T03:07:27.000Z,Coordinateur / coordinatrice  projets automatisme (H/F),"6e Sens RH est un cabinet conseil indépendant spécialisé en Ressources Humaines.

Vous aimez les projets ambitieux, vous souhaitez évoluer dans un environnement enthousiasmant et vous appréciez tout particulièrement le travail en équipe??

Nous vous invitons à répondre sans attendre à l'offre suivante : Coordinateur / coordinatrice projets automatisme basé à Chambéry

Poste	
Rattaché(e) au service Innovation, vous apportez des conseils et des solutions techniques en automatisme. Vous définissez les besoins en automatisme auprès des fournisseurs et pilotez la réception des prestations d'automatisme et d'informatique industriel.

Important: Notre client est prêt à former sur la partie informatique industrielle.

Dans ce cadre, vos missions sont principalement :

- Réaliser les études d'avant projet en association avec les chargés d'affaires en interne et les sous traitants,
- Redaction du cahier des charges et suivi des consultations en collaboration avec les achats et le chargé d'affaire
- Suivi des plannings et budgets des projets
- Assurer le contrôle et vérification de nos fournisseurs,
- Mettre en oeuvre les essais de mise en service clients,
- Assurer la formation aux clients sur les équipements installés,
- Assurer le suivi des commandes fournisseurs et la reception des projets validés,
- Assurer les prises en mains à distance sur les installations des clients et réaliser des missions ponctuelles de dépannage en automatisme
- Mettre en oeuvre les configurations spécifiques des supervisions et pupitre opérateur pour chaque site vendu et suivi de mise en service
- Participer au développement et standardisation de nouveaux produits autour de l'automatisme et l'informatique industrielle pour améliorer la productivité de nos clients

-&gt; Axé gestion de projets avec beaucoup de relationnel 

 Des études d'avant projet aux essais de mise en service clients, vous travaillez en transverse au sein de l'entreprise avec les services SAV, Réalisation, Achats et l'équipe Projet.

Profil	
Issu(e) d'une formation bac +2/+3 sur les filières automatisme/électrotechnique, vous justifiez d'une première expérience en programmation ou en mise en route d'installations automatisées. 

Déplacements ponctuels sur des périodes courtes sur les sites clients en France et à l'étranger.",CDI,"{'libelle': '73 - CHAMBERY', 'latitude': 45.583223, 'longitude': 5.909299, 'codePostal': '73000', 'commune': '73065'}","{'nom': '6EME SENS RH', 'entrepriseAdaptee': False}",Agent de maîtrise
22,2023-04-27T15:28:00.000Z,2023-04-27T15:33:12.000Z,"Électricien, électrotechnicien, automaticien (H/F)","Avec compétences dans l'installation de portails et portes de garages motorisés, d'interphonie, de contrôle d'accès  pour nos clients privés, industriels et collectivités.
Connaissances en mécanique, hydraulique, électricité et soudure.
Motivé(e) et dynamique pouvant travailler en autonomie.
Formation chez notre fabriquant de motorisation.
Rémunération à négocier suivant profil et expérience.
Avantages suivant convention collective du BTP.
Poste à pourvoir rapidement.",CDI,"{'libelle': '87 - FEYTIAT', 'latitude': 45.806886, 'longitude': 1.328405, 'codePostal': '87220', 'commune': '87065'}","{'nom': 'SARL APC', 'url': 'https://www.apc-pro.fr/', 'entrepriseAdaptee': False}",Technicien
23,2023-04-26T15:27:22.000Z,2023-05-02T00:10:41.000Z,PIlote Robotique (H/F),"Pour l'un de nos clients nous recherchons un(e) Pilote Robotique 

Vos missions et votre environnement:
- Assurer l'expertise technique dans le domaine de la programmation robotique lors de
l'exécution des chantiers et mise en service.
- Gérer de manière autonome, la partie technique robotique lors d'une installation robotisée jusqu'à la réception définitive par nos clients.
- Préparer les programmes robots en phase d'études si nécessaire
- Réaliser la mise en service des cellules robotisées et la programmation des robots dans nos locaux pour préparation des réceptions avant livraison.
- Participer à l'élaboration des documentations techniques robotique pour les sujets dont vous avez la charge.
- Respecter le système qualité, sécurité et les procédures de son organisation.",CDI,"{'libelle': '95 - CERGY', 'latitude': 49.042161, 'longitude': 2.046317, 'codePostal': '95000', 'commune': '95127'}","{'nom': 'ARTHUS SOURCING', 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/6ce2c3a3a99a4daea44c416fdc7f00c7.png', 'url': 'http://www.arthus-technologies.com', 'entrepriseAdaptee': False}",Technicien
24,2023-04-26T10:14:23.000Z,2023-04-30T19:20:51.000Z,Roboticien (H/F),"En grand déplacement, sous la responsabilité du bureau d'études / chargés d'affaires, vous serez en charge de :
Connaître le cahier des charges
Prendre connaissance du planning et des données d'entrées
Effectuer la mise en service du robot
Effectuer la mise en service des applications
Réaliser les trajectoires
Optimiser (trajectoire, temps de cycle, faisceaux)
Enregistrer les temps de cycle
Assurer le suivi avancement des tâches
Assurer le reporting hebdomadaire sur affaire
Gérer votre temps et votre organisation de travail suivant les impératifs planning et budget
Proposer des solutions d'amélioration en relation avec le BE mécanique concerné

Déplacements du lundi au vendredi.

Véhicule de service mis à disposition pour les déplacements.

Primes de déplacement et frais de déplacement.

Profil souhaité :
Niveau Bac + 2 en conception et réalisation de systèmes automatiques
Habilitations électriques B2V BR BC BE souhaitées
Programmation informatique
Connaissances souhaitées FANUC, ABB, KUKA, MOTOMAN
Esprit d'analyse
Relationnel pour communiquer avec les différents services et la hiérarchie

Compétences attendues :
Rigueur et précision dans le travail
Esprit d'équipe
Autonomie et Polyvalence",CDI,"{'libelle': '37 - LA VILLE AUX DAMES', 'latitude': 47.392761, 'longitude': 0.770355, 'codePostal': '37700', 'commune': '37273'}","{'nom': 'NEW JOB', 'description': 'NEWJOB Intérim & Recrutement est spécialisé dans tous les types de recrutements intérim, CDD et CDI, dans les domaines de l industrie, du transport, de la logistique, du tertiaire et du BTP', 'logo': 'https://entreprise.pole-emploi.fr/static/img/logos/xj2V5CkXfvGMnrUvvDZ46MqJKLlC1Eqn.png', 'url': 'http://www.newjobinterim.fr/', 'entrepriseAdaptee': False}",Technicien
